,movie_id,budget,original_language,popularity,release_date,runtime,runtime_cat,revenue,sw_lang_en,sw_web_presence,sw_has_poster,sw_tagline,keyword_cnt,release_year,release_month,high_release_month,release_day,seasonality,sw_collection,producers_cnt,countries_cnt,lang_US,lang_FR,lang_RU,lang_ES,lang_JA,keywords_cnt,actor0_movies_cnt,actor0_movies_5y_cnt,actor1_movies_cnt,actor1_movies_5y_cnt,actor2_movies_cnt,actor2_movies_5y_cnt,sw_female_actor0,sw_female_actor1,sw_female_actor2,sw_male_actor0,sw_male_actor1,sw_male_actor2,actor0_prev_revenue,actor1_prev_revenue,actor2_prev_revenue,director_movies_cnt,director_movies_5y_cnt,genre_adventure,genre_fantasy,genre_animation,genre_drama,genre_horror,genre_action,genre_comedy,genre_history,genre_western,genre_thriller,genre_crime,genre_documentary,genre_science_fiction,genre_mystery,genre_music,genre_romance,genre_family,genre_war,genre_foreign,depart_Art,depart_Camera,depart_Crew,depart_Custom_Mkup,depart_Directing,depart_Editing,depart_Lighting,depart_Production,depart_Sound,depart_Visual_Effects,depart_Writing,depart_Art_female,depart_Camera_female,depart_Crew_female,depart_Custom_Mkup_female,depart_Directing_female,depart_Editing_female,depart_Lighting_female,depart_Production_female,depart_Sound_female,depart_Visual_Effects_female,depart_Writing_female
2621,2627,60000000,en,11.953553,2005-10-20,105.0,Medium,55987321.0,1,0,1,1,6,2005.0,10.0,1,20.0,-28659422.0,0,7.0,4,1,0,0,0,1,6,6,5,4,4,2,2,0.0,0.0,1.0,1.0,1.0,0.0,165333180.0,926287400.0,431971116.0,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,13.0,11.0,3.0,4.0,5.0,4.0,12.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2622,2628,1000000,en,10.07817,2015-04-17,82.0,Short,62882090.0,1,0,1,1,18,2015.0,4.0,0,17.0,-28405871.0,0,2.0,1,1,0,0,0,0,18,1,1,0,0,2,0,1.0,0.0,1.0,0.0,0.0,0.0,,,60289912.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,1.0,11.0,2.0,2.0,4.0,0.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2623,2629,852510,ro,9.990406,2007-08-24,113.0,Medium,1185783.0,0,0,1,1,9,2007.0,8.0,1,24.0,-33273015.0,0,7.0,2,0,0,0,0,0,9,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2624,2630,0,en,14.657754,1996-03-08,89.0,Short,32709423.0,1,0,1,1,0,1996.0,3.0,0,8.0,-7149862.0,0,1.0,2,0,0,0,0,0,0,8,4,11,3,2,1,0.0,1.0,0.0,1.0,0.0,1.0,332000000.0,126737428.0,411006740.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2625,2631,700000,en,7.948580999999999,2015-06-19,103.0,Medium,17986781.0,1,1,1,1,8,2015.0,6.0,0,19.0,74205073.0,0,3.0,1,1,0,0,0,0,8,0,0,0,0,2,1,0.0,1.0,0.0,0.0,0.0,1.0,,,3878993.0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2626,2632,102000000,en,13.494245999999997,2012-10-26,172.0,Large,130482868.0,1,1,1,1,8,2012.0,10.0,1,26.0,-28659422.0,0,8.0,4,1,0,0,0,0,8,35,5,25,2,24,7,0.0,1.0,0.0,1.0,0.0,1.0,527068851.0,459359555.0,933959197.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24.0,9.0,35.0,14.0,8.0,3.0,2.0,19.0,9.0,23.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,2.0
2627,2633,80000000,en,8.534175999999999,2000-11-10,106.0,Medium,33463969.0,1,0,1,1,5,2000.0,11.0,0,10.0,31944703.0,0,5.0,2,1,0,0,0,0,5,13,6,2,2,3,1,0.0,1.0,0.0,1.0,0.0,1.0,356830601.0,,159055768.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,11.0,6.0,22.0,5.0,3.0,3.0,4.0,16.0,12.0,8.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2628,2634,13000000,en,8.502529,2002-07-01,94.0,Medium,37664855.0,1,0,1,1,4,2002.0,7.0,0,1.0,40981593.0,0,1.0,1,1,0,0,0,0,4,15,5,2,0,5,4,1.0,0.0,0.0,0.0,1.0,1.0,15427192.0,101646581.0,107196498.0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2629,2635,0,en,0.703225,1984-01-26,103.0,Medium,3554460.0,1,0,1,0,0,1984.0,1.0,0,26.0,-50746591.0,0,,1,0,0,0,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2630,2636,10000000,en,1.942945,1990-04-06,98.0,Medium,22424195.0,1,0,1,0,1,1990.0,4.0,0,6.0,-28405871.0,0,3.0,1,1,0,0,0,0,1,3,3,0,0,2,2,0.0,0.0,0.0,1.0,0.0,1.0,54215416.0,,32155047.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5.0,6.0,1.0,5.0,2.0,1.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2631,2637,26000000,en,13.795875,2010-01-21,100.0,Medium,67918658.0,1,1,1,1,7,2010.0,1.0,0,21.0,-50746591.0,0,1.0,1,1,0,0,0,0,7,10,5,34,9,5,3,0.0,0.0,0.0,1.0,1.0,1.0,313542341.0,207515725.0,373062864.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2632,2638,0,en,0.9204690000000002,1998-10-08,105.0,Medium,2303.0,1,0,1,1,6,1998.0,10.0,1,8.0,-28659422.0,0,2.0,1,1,0,0,0,0,6,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2633,2639,50000000,en,10.901496,2014-06-05,112.0,Medium,188441614.0,1,1,1,1,5,2014.0,6.0,0,5.0,74205073.0,0,8.0,1,1,0,0,0,0,5,24,11,24,14,9,7,0.0,0.0,0.0,1.0,1.0,1.0,297138014.0,214104620.0,121463226.0,3,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2.0,1.0,2.0,4.0,2.0,4.0,0.0,12.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2634,2640,70000000,en,7.5130669999999995,2011-01-13,111.0,Medium,67112664.0,1,1,1,1,11,2011.0,1.0,0,13.0,-50746591.0,0,4.0,1,1,0,0,0,0,11,0,0,6,5,17,3,,0.0,1.0,,1.0,0.0,,196482882.0,327803731.0,15,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0,1.0,0.0,1.0,2.0,2.0,0.0,19.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0
2635,2641,0,en,7.355355,2014-12-12,102.0,Medium,25434291.0,1,1,1,0,5,2014.0,12.0,1,12.0,32322910.0,0,3.0,1,1,0,0,0,0,5,25,5,24,7,4,4,0.0,1.0,0.0,1.0,0.0,1.0,294456605.0,226497209.0,347434178.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2636,2642,0,en,1.7841330000000002,1991-08-16,97.0,Medium,6166819.0,1,0,1,0,5,1991.0,8.0,1,16.0,-33273015.0,0,1.0,1,1,0,0,0,0,5,3,2,0,0,2,1,0.0,1.0,0.0,1.0,0.0,1.0,235860116.0,,53208180.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2637,2643,75000000,en,6.540621,2010-06-04,100.0,Medium,98159963.0,1,1,1,1,1,2010.0,6.0,0,4.0,74205073.0,0,3.0,1,1,0,0,0,0,1,6,5,12,5,8,1,1.0,0.0,0.0,0.0,1.0,1.0,219076518.0,96060858.0,28400000.0,5,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,7.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
2638,2644,37000000,en,7.558125,2008-04-03,96.0,Medium,100076342.0,1,0,1,1,15,2008.0,4.0,0,3.0,-28405871.0,0,1.0,1,1,0,0,0,0,15,7,6,11,3,8,5,1.0,1.0,0.0,0.0,0.0,1.0,408247917.0,171120329.0,333011068.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0
2639,2645,105000000,en,14.412644,1997-11-06,129.0,Large,121214377.0,1,0,1,1,13,1997.0,11.0,0,6.0,31944703.0,0,3.0,1,1,0,0,0,0,13,0,0,2,2,0,0,0.0,1.0,1.0,1.0,0.0,0.0,,,,4,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4.0,4.0,0.0,2.0,2.0,4.0,0.0,10.0,16.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
2640,2646,0,en,0.504,2014-04-25,0.0,Short,76000000.0,1,0,1,0,0,2014.0,4.0,0,25.0,-28405871.0,0,1.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,,72287783.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2641,2647,0,en,1.4892940000000001,2006-08-17,99.0,Medium,7778177.0,1,1,1,0,4,2006.0,8.0,1,17.0,-33273015.0,0,1.0,1,1,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2642,2648,145000000,en,14.258429999999999,2011-12-07,133.0,Large,694713380.0,1,1,1,1,7,2011.0,12.0,1,7.0,32322910.0,0,6.0,3,1,1,1,0,0,7,30,4,10,4,12,9,0.0,0.0,0.0,1.0,1.0,1.0,358372926.0,154026136.0,886686817.0,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,18.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2643,2649,65000000,en,12.366641,2012-02-14,103.0,Medium,156974557.0,1,1,1,1,9,2012.0,2.0,0,14.0,-15309317.0,0,3.0,1,1,0,0,0,0,9,14,4,5,3,6,3,1.0,0.0,0.0,0.0,1.0,1.0,186438883.0,95149435.0,25739015.0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,2.0,2.0,1.0,2.0,4.0,0.0,13.0,8.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2644,2650,1455000,en,6.229674,1968-11-06,113.0,Medium,2620000.0,1,0,1,1,3,1968.0,11.0,0,6.0,31944703.0,0,3.0,2,1,0,0,1,0,3,7,4,0,0,3,0,0.0,1.0,0.0,1.0,0.0,1.0,141195658.0,,146900000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2645,2651,7000000,en,9.218164,2008-03-11,97.0,Medium,8900000.0,1,0,1,1,5,2008.0,3.0,0,11.0,-7149862.0,0,2.0,2,1,0,0,0,0,5,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1.0,1.0,2.0,1.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2646,2652,0,en,3.918878,1959-12-05,124.0,Large,6800000.0,1,0,1,1,9,1959.0,12.0,1,5.0,32322910.0,0,1.0,1,1,0,1,0,0,9,7,2,2,2,0,0,0.0,0.0,1.0,1.0,1.0,0.0,13275000.0,25000000.0,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2647,2653,2000000,en,9.241748,1940-10-15,125.0,Large,11000000.0,1,0,1,1,13,1940.0,10.0,1,15.0,-28659422.0,0,2.0,1,1,0,0,0,0,13,4,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,8500000.0,,,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2648,2654,6500000,en,6.476534,1987-07-24,108.0,Medium,54215416.0,1,0,1,1,7,1987.0,7.0,0,24.0,40981593.0,0,2.0,1,1,0,0,0,0,7,0,0,1,1,1,1,0.0,1.0,1.0,1.0,0.0,0.0,,4122748.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1.0,0.0,1.0,2.0,2.0,0.0,10.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2649,2655,0,fr,6.411782,2000-03-24,82.0,Short,60726164.0,0,0,1,1,4,2000.0,3.0,0,24.0,-7149862.0,0,2.0,1,0,1,0,0,1,4,2,1,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,,,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2650,2656,0,en,3.4662040000000003,1998-08-13,104.0,Medium,378667.0,1,0,1,1,7,1998.0,8.0,1,13.0,-33273015.0,0,1.0,1,1,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,1.0,4.0,1.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0
2651,2657,42000000,en,10.027434,2012-09-09,113.0,Medium,180274123.0,1,0,1,1,9,2012.0,9.0,1,9.0,-37667937.0,0,9.0,2,1,0,0,1,0,9,19,5,29,11,1,1,1.0,0.0,0.0,0.0,1.0,1.0,550000000.0,850000000.0,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2652,2658,13000000,en,3.960622,1999-08-04,94.0,Medium,27500000.0,1,0,1,1,3,1999.0,8.0,1,4.0,-33273015.0,0,1.0,3,1,1,0,0,0,3,8,7,2,2,2,2,1.0,1.0,0.0,0.0,0.0,1.0,262797249.0,113374103.0,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
2653,2659,0,en,2.995682,1986-12-25,102.0,Medium,25147055.0,1,0,1,1,2,1986.0,12.0,1,25.0,32322910.0,0,2.0,1,1,1,0,0,0,2,6,0,9,4,1,0,1.0,0.0,0.0,0.0,1.0,1.0,61801971.0,90614445.0,,7,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2654,2660,10000000,en,6.830599,1985-03-22,108.0,Medium,25754284.0,1,0,1,1,4,1985.0,3.0,0,22.0,-7149862.0,0,3.0,1,1,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,,,,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2655,2661,4000000,en,7.914794999999999,1978-11-15,132.0,Large,30471420.0,1,0,1,1,4,1978.0,11.0,0,15.0,31944703.0,0,2.0,1,1,0,0,0,0,4,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,,,,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2656,2662,20000000,en,7.359522,2014-07-02,97.0,Medium,100525432.0,1,0,1,1,0,2014.0,7.0,0,2.0,40981593.0,0,2.0,1,1,0,0,0,0,0,13,7,37,12,31,4,1.0,1.0,1.0,0.0,0.0,0.0,362000072.0,170128460.0,372234864.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,1.0,11.0,2.0,3.0,0.0,11.0,10.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
2657,2663,500000,en,0.071908,1996-07-12,157.0,Large,500000.0,1,0,1,0,0,1996.0,7.0,0,12.0,40981593.0,0,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,500000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2658,2664,38000000,en,17.02038,2015-04-16,94.0,Medium,107597242.0,1,0,1,1,3,2015.0,4.0,0,16.0,-28405871.0,0,6.0,1,1,0,0,0,0,3,10,5,2,1,1,0,0.0,1.0,0.0,1.0,0.0,0.0,196482882.0,183293131.0,,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,3.0,0.0,1.0,2.0,2.0,0.0,8.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2659,2665,40000000,en,10.479723,2000-10-12,122.0,Large,55707411.0,1,0,1,1,10,2000.0,10.0,1,12.0,-28659422.0,0,2.0,1,1,0,0,0,0,10,16,5,3,1,2,1,0.0,1.0,0.0,1.0,0.0,1.0,356296601.0,41382841.0,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2660,2666,0,en,7.427491000000001,1986-06-26,93.0,Short,71624879.0,1,0,1,1,4,1986.0,6.0,0,26.0,74205073.0,0,1.0,1,1,0,0,0,0,4,4,3,3,1,5,4,0.0,0.0,0.0,1.0,0.0,1.0,8475466.0,34562222.0,153083102.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2661,2667,32000000,en,11.204539,2011-05-18,139.0,Large,54674226.0,1,1,1,1,17,2011.0,5.0,0,18.0,21757736.0,0,3.0,1,1,0,0,0,0,17,31,5,21,4,3,3,0.0,0.0,1.0,1.0,1.0,0.0,311312624.0,156822020.0,1072602.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,1.0,5.0,2.0,5.0,1.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
2662,2668,41300000,en,12.061521,2000-02-18,98.0,Medium,106371651.0,1,0,1,1,6,2000.0,2.0,0,18.0,-15309317.0,0,6.0,2,1,1,0,1,0,6,21,9,2,0,5,0,0.0,0.0,1.0,1.0,1.0,0.0,296000000.0,12065892.0,27400000.0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12.0,8.0,15.0,5.0,5.0,4.0,3.0,19.0,16.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2663,2669,4900000,en,11.494907000000001,2016-07-21,81.0,Short,148868835.0,1,1,1,0,6,2016.0,7.0,0,21.0,40981593.0,0,3.0,1,1,0,0,0,0,6,13,6,22,6,1,1,1.0,1.0,0.0,0.0,0.0,1.0,215283742.0,161626121.0,255273813.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2664,2670,55000000,en,13.280069,1995-06-14,81.0,Short,346079773.0,1,0,1,1,27,1995.0,6.0,0,14.0,74205073.0,0,2.0,1,1,0,0,0,0,27,1,1,18,7,4,3,1.0,0.0,0.0,0.0,1.0,1.0,3337685.0,210000000.0,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2665,2671,0,en,4.186599,2010-10-08,89.0,Short,22270.0,1,1,1,1,2,2010.0,10.0,1,8.0,-28659422.0,0,1.0,1,1,0,0,0,0,2,18,4,6,1,4,4,1.0,0.0,0.0,0.0,1.0,1.0,238207122.0,86369815.0,83761844.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,2.0,4.0,2.0,3.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2666,2672,0,en,3.998475,1985-12-10,113.0,Medium,14202899.0,1,0,1,0,17,1985.0,12.0,1,10.0,32322910.0,0,3.0,1,1,1,0,0,0,17,3,2,0,0,1,0,0.0,1.0,1.0,1.0,0.0,0.0,,,,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2667,2673,30000000,en,7.694502000000002,2005-12-25,135.0,Large,30536013.0,1,0,1,1,3,2005.0,12.0,1,25.0,32322910.0,0,5.0,1,1,0,0,0,0,3,10,10,0,0,19,7,0.0,1.0,0.0,1.0,0.0,1.0,358372926.0,,347451894.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2668,2674,0,sv,5.001997,1986-05-14,149.0,Large,300653.0,0,0,1,0,0,1986.0,5.0,0,14.0,21757736.0,0,3.0,3,1,1,0,0,0,0,1,1,1,0,1,1,0.0,1.0,0.0,1.0,0.0,0.0,4971340.0,,4971340.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,5.0,3.0,2.0,2.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2669,2675,12250000,en,6.561373,2014-05-18,103.0,Medium,2295423.0,1,0,1,1,15,2014.0,5.0,0,18.0,21757736.0,0,8.0,1,1,0,0,0,0,15,22,10,9,6,10,8,0.0,0.0,0.0,1.0,1.0,1.0,403170142.0,709827462.0,232324128.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,5.0,3.0,4.0,2.0,6.0,2.0,8.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2670,2676,5000000,en,11.298195,1992-09-02,139.0,Large,1862805.0,1,0,1,1,9,1992.0,9.0,1,2.0,-37667937.0,0,6.0,3,1,1,0,0,0,9,1,1,1,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,,,,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0,5.0,2.0,5.0,1.0,3.0,1.0,4.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
